PRUEBAS||113|131|9|116.1906156||3.9355956|47|276||
PRUEBAS||135|158|111|116.1906156||4.6395107|47|330||
PRUEBAS||136|159|111|116.1906156||4.641189|47|334||
PRUEBAS||138|161|112|116.1906156||4.6530873|47|338||
PRUEBAS||139|162|112|116.1906156||4.6540926|47|340||
PRUEBAS||142|165|114|116.1906156||4.655354|47|345||
PRUEBAS||147|170|112|116.1906156||4.6566773|47|353||
PRUEBAS||417|237|17|116.1906156||5.3219093|47|1115||
PRUEBAS||11418|735|315|129.3545563||9.6010689|1068|43166||
PRUEBAS||11420|738|318|129.3545563||9.6586055|1068|43174||
PRUEBAS||11467|751|325|129.3545563||9.6866475|1068|43311||
PRUEBAS||11473|760|5|129.3545563||9.7224426|1068|43333||
PRUEBAS||11618|974|462|123.1956291||80.1433501|1086|43787||
PRUEBAS||11620|977|465|123.1956291||80.1999056|1086|43795||
PRUEBAS||11667|990|472|123.1956291||80.2282096|1086|43932||
PRUEBAS||11673|999|5|123.1956291||80.267006|1086|43954||
